# {"t_start": 1587110352.6951127, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,1690.919487
-400.0,400,1691.378237
-400.0,400,1691.836812
-400.0,400,1698.500371
-400.0,400,1698.96749
-400.0,400,1699.434886
-400.0,400,1699.901793
-400.0,400,1700.369378
-400.0,400,1707.140236
-400.0,400,1707.607448
-400.0,400,1708.074694
-400.0,400,1708.542047
-400.0,400,1709.009581
-400.0,400,1715.727763
-400.0,400,1716.198532
-400.0,400,1716.665587
-400.0,400,1717.13275
-400.0,400,1717.599702
-400.0,400,1724.273418
-400.0,400,1724.732107
-400.0,400,1725.191259
-400.0,400,1725.649839
-400.0,400,1726.109571
-400.0,400,1732.740747
-400.0,400,1733.199498
-400.0,400,1733.658044
-400.0,400,1734.11712
-400.0,400,1734.57551
-400.0,400,1741.289342
-400.0,400,1741.756578
-400.0,400,1742.224189
-400.0,400,1742.69167
-400.0,400,1743.159975
-400.0,400,1743.627429
-400.0,400,1750.383439
-400.0,400,1750.842138
-400.0,400,1751.30092
-400.0,400,1751.759851
-400.0,400,1752.219122
-400.0,400,1772.530927
-400.0,400,1772.988055
-400.0,400,1773.444949
-400.0,400,1773.901662
-400.0,400,1774.358892
-400.0,400,1781.029859
-400.0,400,1781.488394
-400.0,400,1781.947043
-400.0,400,1782.405893
-400.0,400,1782.864571
-400.0,400,1789.563184
-400.0,400,1790.037606
-400.0,400,1790.511316
-400.0,400,1790.985473
-400.0,400,1791.460394
-400.0,400,1798.223791
-400.0,400,1798.690772
-400.0,400,1799.157754
-400.0,400,1799.624474
-400.0,400,1800.091311
-400.0,400,1806.777728
-400.0,400,1807.236451
-400.0,400,1807.694446
-400.0,400,1808.1536
-400.0,400,1808.61163
-400.0,400,1815.332744
-400.0,400,1815.800465
-400.0,400,1816.268462
-400.0,400,1816.735918
-400.0,400,1817.203733
-400.0,400,1823.946097
-400.0,400,1824.413219
-400.0,400,1824.880298
-400.0,400,1825.347353
-400.0,400,1825.814571
-400.0,400,1832.568485
-400.0,400,1833.039483
-400.0,400,1833.507106
-400.0,400,1833.975101
-400.0,400,1834.442554
-400.0,400,1834.911239
-400.0,400,1841.703592
-400.0,400,1842.182717
-400.0,400,1842.657069
-400.0,400,1843.130737
-400.0,400,1843.604181
-400.0,400,1850.38759
-400.0,400,1850.854229
-400.0,400,1851.321429
-400.0,400,1851.788148
-400.0,400,1852.255065
-400.0,400,1858.92523
-400.0,400,1859.384583
-400.0,400,1859.843313
-400.0,400,1860.302644
-400.0,400,1860.761859
-400.0,400,1867.434519
-400.0,400,1867.892499
-400.0,400,1868.350719
-400.0,400,1868.809063
-400.0,400,1869.267806
-400.0,400,1875.958527
-400.0,400,1876.417649
-400.0,400,1876.876307
-400.0,400,1877.33518
-400.0,400,1877.794139
-400.0,400,1884.483602
-400.0,400,1884.950563
-400.0,400,1885.417504
-400.0,400,1885.884605
-400.0,400,1886.353048
-400.0,400,1893.189458
-400.0,400,1893.656003
-400.0,400,1894.12307
-400.0,400,1894.590554
-400.0,400,1895.058288
-400.0,400,1901.822145
-400.0,400,1902.279504
-400.0,400,1902.736453
-400.0,400,1903.193528
-400.0,400,1903.650326
-400.0,400,1904.106901
-400.0,400,1910.897372
-400.0,400,1911.358536
-400.0,400,1911.818611
-400.0,400,1912.279806
-400.0,400,1912.740509
-400.0,400,1919.412853
-400.0,400,1919.871972
-400.0,400,1920.330308
-400.0,400,1920.788292
-400.0,400,1921.246468
-400.0,400,1927.963042
-400.0,400,1928.420923
-400.0,400,1928.8791
-400.0,400,1929.336951
-400.0,400,1929.79582
-400.0,400,1936.460215
-400.0,400,1936.918405
-400.0,400,1937.376966
-400.0,400,1937.835059
-400.0,400,1938.293456
-400.0,400,1944.966592
-400.0,400,1945.426758
-400.0,400,1945.887071
-400.0,400,1946.348929
-400.0,400,1946.808636
-400.0,400,1953.507888
-400.0,400,1953.976022
-400.0,400,1954.44437
-400.0,400,1954.912999
-400.0,400,1955.381058
-400.0,400,1962.37802
-400.0,400,1962.851127
-400.0,400,1963.324588
-400.0,400,1963.79815
-400.0,400,1964.271776
-400.0,400,1971.093307
-400.0,400,1971.560338
-400.0,400,1972.028376
-400.0,400,1972.495578
-400.0,400,1972.966385
-400.0,400,1973.434022
-400.0,400,1980.375353
-400.0,400,1980.833923
-400.0,400,1981.29291
-400.0,400,1981.751538
-400.0,400,1982.210881
-400.0,400,2009.019036
-400.0,400,2009.477843
-400.0,400,2009.936645
-400.0,400,2010.395705
-400.0,400,2010.854725
-400.0,400,2018.025244
-400.0,400,2018.492173
-400.0,400,2018.959139
-400.0,400,2019.425987
-400.0,400,2019.893503
-400.0,400,2027.644754
-400.0,400,2028.102954
-400.0,400,2028.561156
-400.0,400,2029.019402
-400.0,400,2029.477881
-400.0,400,2037.196487
-400.0,400,2037.654787
-400.0,400,2038.11327
-400.0,400,2038.571226
-400.0,400,2039.029549
-400.0,400,2047.762028
-400.0,400,2048.229931
-400.0,400,2048.697309
-400.0,400,2049.165359
-400.0,400,2049.633102
-400.0,400,2057.822743
-400.0,400,2058.297034
-400.0,400,2058.770999
-400.0,400,2059.245285
-400.0,400,2059.719089
-400.0,400,2067.697733
-400.0,400,2068.154907
-400.0,400,2068.612148
-400.0,400,2069.069279
-400.0,400,2069.526352
-400.0,400,2077.031898
-400.0,400,2077.501834
-400.0,400,2077.969167
-400.0,400,2078.436443
-400.0,400,2078.903794
-400.0,400,2079.371975
-400.0,400,2087.888408
-400.0,400,2088.346993
-400.0,400,2088.805035
-400.0,400,2089.263546
-400.0,400,2089.722213
-400.0,400,2098.202695
-400.0,400,2098.661567
-400.0,400,2099.120311
-400.0,400,2099.57976
-400.0,400,2100.042171
-400.0,400,2108.501067
-400.0,400,2108.959463
-400.0,400,2109.417994
-400.0,400,2109.877639
-400.0,400,2110.33642
-400.0,400,2118.269682
-400.0,400,2118.728663
-400.0,400,2119.187631
-400.0,400,2119.645914
-400.0,400,2120.104395
-400.0,400,2127.150053
